log_rr,log_likelihood,target_id,comparator_id,outcome_id,analysis_id,database_id
-2.3026,-367.9490689789077,1,2,3,1,388020256
-2.2706194444444443,-359.3185916210077,1,2,3,1,388020256
-2.2386388888888886,-350.7604447708736,1,2,3,1,388020256
-2.2066583333333334,-342.2761122652896,1,2,3,1,388020256
-2.1746777777777777,-333.8670851672623,1,2,3,1,388020256
-2.142697222222222,-325.5348605058216,1,2,3,1,388020256
-2.110716666666667,-317.28093995485733,1,2,3,1,388020256
-2.078736111111111,-309.10682845114843,1,2,3,1,388020256
-2.0467555555555554,-301.0140327532763,1,2,3,1,388020256
-2.0147749999999998,-293.004059941396,1,2,3,1,388020256
-1.9827944444444443,-285.07841586057066,1,2,3,1,388020256
-1.9508138888888888,-277.2386035078471,1,2,3,1,388020256
-1.9188333333333332,-269.48612136636893,1,2,3,1,388020256
-1.8868527777777777,-261.82246168794836,1,2,3,1,388020256
-1.8548722222222223,-254.24910872690907,1,2,3,1,388020256
-1.8228916666666666,-246.76753692830107,1,2,3,1,388020256
-1.7909111111111111,-239.37920907326088,1,2,3,1,388020256
-1.7589305555555557,-232.08557438557273,1,2,3,1,388020256
-1.72695,-224.88806660269347,1,2,3,1,388020256
-1.6949694444444445,-217.7881020159275,1,2,3,1,388020256
-1.662988888888889,-210.78707748372653,1,2,3,1,388020256
-1.6310083333333334,-203.88636842321375,1,2,3,1,388020256
-1.599027777777778,-197.08732678495153,1,2,3,1,388020256
-1.5670472222222225,-190.39127901583015,1,2,3,1,388020256
-1.5350666666666668,-183.7995240162445,1,2,3,1,388020256
-1.5030861111111111,-177.31333109685966,1,2,3,1,388020256
-1.4711055555555557,-170.93393794123403,1,2,3,1,388020256
-1.4391250000000002,-164.66254858038292,1,2,3,1,388020256
-1.4071444444444445,-158.50033138556773,1,2,3,1,388020256
-1.3751638888888889,-152.4484170860087,1,2,3,1,388020256
-1.3431833333333334,-146.5078968178109,1,2,3,1,388020256
-1.311202777777778,-140.6798202109685,1,2,3,1,388020256
-1.2792222222222223,-134.96519352102086,1,2,3,1,388020256
-1.2472416666666666,-129.36497781200887,1,2,3,1,388020256
-1.2152611111111111,-123.88008719746858,1,2,3,1,388020256
-1.1832805555555557,-118.51138714585886,1,2,3,1,388020256
-1.1513,-113.25969285685869,1,2,3,1,388020256
-1.1193194444444443,-108.12576771499607,1,2,3,1,388020256
-1.0873388888888889,-103.11032182636472,1,2,3,1,388020256
-1.0553583333333334,-98.21401064439351,1,2,3,1,388020256
-1.0233777777777777,-93.43743369031063,1,2,3,1,388020256
-0.9913972222222222,-88.78113337319792,1,2,3,1,388020256
-0.9594166666666666,-84.24559391487219,1,2,3,1,388020256
-0.9274361111111111,-79.83124038385085,1,2,3,1,388020256
-0.8954555555555556,-75.53843784230685,1,2,3,1,388020256
-0.863475,-71.36749061026103,1,2,3,1,388020256
-0.8314944444444445,-67.31864164913623,1,2,3,1,388020256
-0.799513888888889,-63.39207206837909,1,2,3,1,388020256
-0.7675333333333334,-59.58790075649222,1,2,3,1,388020256
-0.7355527777777778,-55.90618413837319,1,2,3,1,388020256
-0.7035722222222223,-52.34691606023989,1,2,3,1,388020256
-0.6715916666666667,-48.91002780199369,1,2,3,1,388020256
-0.6396111111111111,-45.59538821769365,1,2,3,1,388020256
-0.6076305555555556,-42.402804003116216,1,2,3,1,388020256
-0.57565,-39.33202008920125,1,2,3,1,388020256
-0.5436694444444445,-36.38272016012206,1,2,3,1,388020256
-0.511688888888889,-33.55452729299532,1,2,3,1,388020256
-0.4797083333333334,-30.847004717411437,1,2,3,1,388020256
-0.44772777777777784,-28.25965669082416,1,2,3,1,388020256
-0.41574722222222227,-25.791929486309073,1,2,3,1,388020256
-0.38376666666666676,-23.4432124887785,1,2,3,1,388020256
-0.35178611111111124,-21.212839394921502,1,2,3,1,388020256
-0.3198055555555557,-19.10008951166583,1,2,3,1,388020256
-0.2878250000000001,-17.104189148457408,1,2,3,1,388020256
-0.25584444444444454,-15.224313097283812,1,2,3,1,388020256
-0.22386388888888897,-13.459586194928306,1,2,3,1,388020256
-0.1918833333333334,-11.80908496079519,1,2,3,1,388020256
-0.15990277777777784,-10.271839304912191,1,2,3,1,388020256
-0.12792222222222227,-8.846834298745762,1,2,3,1,388020256
-0.0959416666666667,-7.53301200296346,1,2,3,1,388020256
-0.06396111111111114,-6.329273344889771,1,2,3,1,388020256
-0.03198055555555557,-5.234480039775917,1,2,3,1,388020256
0,-4.247456548305308,1,2,3,1,388020256
0.03198055555555557,-3.3669920643919795,1,2,3,1,388020256
0.06396111111111114,-2.5918425265158476,1,2,3,1,388020256
0.0959416666666667,-1.9207326459027172,1,2,3,1,388020256
0.12792222222222227,-1.3523579455836625,1,2,3,1,388020256
0.15990277777777784,-0.8853868040255293,1,2,3,1,388020256
0.1918833333333334,-0.5184624973117025,1,2,3,1,388020256
0.22386388888888897,-0.25020523418561424,1,2,3,1,388020256
0.25584444444444454,-0.07921417854322499,1,2,3,1,388020256
0.276536713493811,-0.019738445023904205,1,2,3,1,388020256
0.2972289825431774,0,1,2,3,1,388020256
0.32662300446756215,-0.03951061116958954,1,2,3,1,388020256
0.3560170263919469,-0.15728732339493945,1,2,3,1,388020256
0.38541104831633166,-0.3521908037232606,1,2,3,1,388020256
0.4148050702407164,-0.6230738344152087,1,2,3,1,388020256
0.4441990921651011,-0.9687825217411046,1,2,3,1,388020256
0.4735931140894859,-1.388157478284029,1,2,3,1,388020256
0.5029871360138707,-1.880034977653395,1,2,3,1,388020256
0.5323811579382554,-2.4432480794644107,1,2,3,1,388020256
0.56177517986264,-3.0766277235143207,1,2,3,1,388020256
0.5911692017870248,-3.7790037915724497,1,2,3,1,388020256
0.6205632237114096,-4.549206136218345,1,2,3,1,388020256
0.6499572456357943,-5.386065574973145,1,2,3,1,388020256
0.6793512675601789,-6.288414849924266,1,2,3,1,388020256
0.7087452894845637,-7.255089551022593,1,2,3,1,388020256
0.7381393114089485,-8.284929003781599,1,2,3,1,388020256
0.7675333333333332,-9.376777119806775,1,2,3,1,388020256
0.7995138888888887,-10.633790884985501,1,2,3,1,388020256
0.8314944444444443,-11.961370774428815,1,2,3,1,388020256
0.8634749999999998,-13.358052948819932,1,2,3,1,388020256
0.8954555555555553,-14.822384411720577,1,2,3,1,388020256
0.9274361111111109,-16.352924012941457,1,2,3,1,388020256
0.9594166666666664,-17.94824339097704,1,2,3,1,388020256
0.9913972222222219,-19.606927856313632,1,2,3,1,388020256
1.0233777777777775,-21.327577215504334,1,2,3,1,388020256
1.055358333333333,-23.108806537624332,1,2,3,1,388020256
1.0873388888888886,-24.949246864216093,1,2,3,1,388020256
1.119319444444444,-26.847545863487994,1,2,3,1,388020256
1.1512999999999995,-28.80236843093826,1,2,3,1,388020256
1.1832805555555552,-30.812397236975812,1,2,3,1,388020256
1.2152611111111107,-32.876333223792244,1,2,3,1,388020256
1.2472416666666661,-34.99289605264721,1,2,3,1,388020256
1.2792222222222218,-37.16082450344538,1,2,3,1,388020256
1.343183333333333,-41.645831059427564,1,2,3,1,388020256
1.407144444444444,-46.32165783678602,1,2,3,1,388020256
1.4711055555555552,-51.17893383595538,1,2,3,1,388020256
1.5350666666666664,-56.20861751146913,1,2,3,1,388020256
1.5990277777777775,-61.40199989593157,1,2,3,1,388020256
1.6629888888888886,-66.75070567333887,1,2,3,1,388020256
1.7269499999999998,-72.24669241890979,1,2,3,1,388020256
1.790911111111111,-77.88224821473568,1,2,3,1,388020256
1.854872222222222,-83.64998784154113,1,2,3,1,388020256
1.9188333333333332,-89.54284773432164,1,2,3,1,388020256
1.9827944444444443,-95.55407987882654,1,2,3,1,388020256
2.0467555555555554,-101.6772448122706,1,2,3,1,388020256
2.110716666666667,-107.90620387982972,1,2,3,1,388020256
2.1746777777777777,-114.23511088480427,1,2,3,1,388020256
2.2386388888888886,-120.65840325800309,1,2,3,1,388020256
2.3026,-127.17079285977707,1,2,3,1,388020256
